"Area_unit","AGE_0_4","AGE_5_9","AGE_10_14","AGE_15_19","AGE_20_24","AGE_25_29","AGE_30_34","AGE_35_39","AGE_40_44","AGE_45_49","AGE_50_54","AGE_55_59","AGE_60_64","AGE_65_OVER","AGE_TOTAL","AGE_10_14_im","AGE_15_19_im","AGE_20_24_im","AGE_25_29_im","AGE_30_34_im","AGE_35_39_im","AGE_40_44_im","AGE_45_49_im","AGE_50_54_im","AGE_55_59_im","AGE_60_64_im","AGE_65_OVER_im","AGE_TOTAL_im","AGE_TOTAL_hayman","Percent_Immune"
"Otorohanga Rural East",348,342,303,294,246,258,282,273,315,270,300,234,192,339,3993,244.218,240.492,193.356,222.912,259.44,251.16,289.8,248.4,285.588,231.66,190.08,335.61,2992.716,3306,0.905237749546279
"Piopio",33,27,24,33,27,24,24,18,18,18,27,27,27,69,393,19.344,26.994,21.222,20.736,22.08,16.56,16.56,16.56,24.408,26.73,26.73,68.31,306.234,336,0.911410714285714
"Taharoa",18,21,21,18,6,15,12,21,12,21,18,9,12,15,231,16.926,14.724,4.716,12.96,11.04,19.32,11.04,19.32,18.252,8.91,11.88,14.85,163.938,180,0.910766666666667
"Mahoenui",24,30,21,21,18,9,15,18,30,39,45,27,30,72,399,16.926,17.178,14.148,7.776,13.8,16.56,27.6,35.88,33.156,26.73,29.7,71.28,310.734,345,0.900678260869565
"Marokopa",105,138,129,78,57,78,75,102,108,111,132,129,117,183,1539,103.974,63.804,44.802,67.392,69,93.84,99.36,102.12,123.948,127.71,115.83,181.17,1192.95,1299,0.918360277136259
"Waipa Valley",90,87,84,63,45,51,78,66,75,75,78,84,51,129,1050,67.704,51.534,35.37,44.064,71.76,60.72,69,69,76.32,83.16,50.49,127.71,806.832,879,0.917897610921502
"Tiroa",3,6,3,6,3,3,0,0,6,3,0,3,0,0,51,2.418,4.908,2.358,2.592,0,0,5.52,2.76,1.188,2.97,0,0,24.714,27,0.915333333333333
"Mokauiti",84,81,96,69,54,39,63,69,72,87,90,78,72,81,1026,77.376,56.442,42.444,33.696,57.96,63.48,66.24,80.04,87.696,77.22,71.28,80.19,794.064,870,0.91271724137931
"Te Kuiti",345,327,336,321,279,258,213,201,234,270,282,237,243,675,4218,270.816,262.578,219.294,222.912,195.96,184.92,215.28,248.4,288.72,234.63,240.57,668.25,3252.33,3549,0.916407438715131
"Omori",6,3,3,3,0,6,6,6,6,6,9,21,36,84,195,2.418,2.454,0,5.184,5.52,5.52,5.52,5.52,6.156,20.79,35.64,83.16,177.882,186,0.956354838709677
"Owhango",18,15,12,3,12,9,12,15,15,6,9,12,9,30,177,9.672,2.454,9.432,7.776,11.04,13.8,13.8,5.52,9.72,11.88,8.91,29.7,133.704,144,0.9285
"Ohura",6,6,9,6,3,3,3,3,9,9,15,15,12,30,129,7.254,4.908,2.358,2.592,2.76,2.76,8.28,8.28,11.844,14.85,11.88,29.7,107.466,117,0.918512820512821
"Ngapuke",114,111,111,99,81,75,69,90,96,126,126,132,129,204,1560,89.466,80.982,63.666,64.8,63.48,82.8,88.32,115.92,113.508,130.68,127.71,201.96,1223.292,1338,0.914269058295964
"Kuratau",21,24,15,18,15,12,18,9,15,21,24,18,27,42,273,12.09,14.724,11.79,10.368,16.56,8.28,13.8,19.32,19.188,17.82,26.73,41.58,212.25,234,0.907051282051282
"Raurimu",42,33,27,18,27,39,27,42,51,42,45,45,45,45,534,21.762,14.724,21.222,33.696,24.84,38.64,46.92,38.64,35.532,44.55,44.55,44.55,409.626,453,0.904251655629139
"National Park",12,3,3,12,12,15,21,15,18,18,12,9,9,9,174,2.418,9.816,9.432,12.96,19.32,13.8,16.56,16.56,7.812,8.91,8.91,8.91,135.408,153,0.885019607843137
"Otangiwai-Heao",66,51,57,66,42,39,45,30,51,63,81,90,63,84,822,45.942,53.988,33.012,33.696,41.4,27.6,46.92,57.96,67.284,89.1,62.37,83.16,642.432,711,0.903561181434599
"Tarrangower",96,87,105,87,72,45,57,54,63,60,78,63,81,198,1155,84.63,71.166,56.592,38.88,52.44,49.68,57.96,55.2,84.636,62.37,80.19,196.02,889.764,963,0.92395015576324
"Taumarunui Central",201,198,156,135,111,123,102,123,126,132,153,165,123,426,2274,125.736,110.43,87.246,106.272,93.84,113.16,115.92,121.44,146.232,163.35,121.77,421.74,1727.136,1875,0.9211392
"Sunshine-Hospital Hill",39,45,33,39,39,27,15,24,33,33,39,39,33,90,531,26.598,31.902,30.654,23.328,13.8,22.08,30.36,30.36,34.596,38.61,32.67,89.1,404.058,444,0.910040540540541
"Manunui",60,57,36,36,30,24,18,30,33,33,33,30,42,87,546,29.016,29.448,23.58,20.736,16.56,27.6,30.36,30.36,32.472,29.7,41.58,86.13,397.542,432,0.920236111111111
"Whitianga",264,276,246,201,168,183,174,243,249,276,336,333,420,990,4368,198.276,164.418,132.048,158.112,160.08,223.56,229.08,253.92,282.888,329.67,415.8,980.1,3527.952,3819,0.923789473684211
"Coromandel",84,81,93,78,60,57,54,69,99,108,111,117,135,351,1503,74.958,63.804,47.16,49.248,49.68,63.48,91.08,99.36,98.1,115.83,133.65,347.49,1233.84,1332,0.926306306306306
"Te Rerenga",198,204,228,141,102,132,144,201,264,291,345,408,507,948,4107,183.768,115.338,80.172,114.048,132.48,184.92,242.88,267.72,280.728,403.92,501.93,938.52,3446.424,3711,0.928704931285368
"Whangamata",153,171,165,132,117,111,120,150,171,186,216,294,297,1200,3474,132.99,107.976,91.962,95.904,110.4,138,157.32,171.12,184.572,291.06,294.03,1188,2963.334,3159,0.938060778727445
"Tairua",54,69,39,45,45,42,36,48,60,69,96,78,105,444,1230,31.434,36.81,35.37,36.288,33.12,44.16,55.2,63.48,68.436,77.22,103.95,439.56,1025.028,1107,0.925951219512195
"Moanataiari",108,123,117,105,93,108,96,102,117,114,213,180,189,765,2424,94.302,85.89,73.098,93.312,88.32,93.84,107.64,104.88,163.908,178.2,187.11,757.35,2027.85,2199,0.922169167803547
"Parawai",234,267,306,249,162,138,171,201,291,273,291,267,291,1128,4269,246.636,203.682,127.332,119.232,157.32,184.92,267.72,251.16,281.808,264.33,288.09,1116.72,3508.95,3768,0.93125
"Pauanui Beach",21,33,39,12,12,12,21,30,42,30,36,66,78,324,750,31.434,9.816,9.432,10.368,19.32,27.6,38.64,27.6,35.316,65.34,77.22,320.76,672.846,702,0.958470085470085
"Hikuai",156,204,222,186,102,87,120,174,240,255,267,273,288,624,3198,178.932,152.148,80.172,75.168,110.4,160.08,220.8,234.6,235.296,270.27,285.12,617.76,2620.746,2838,0.923448202959831
"Te Puru-Thornton Bay",24,42,54,27,18,18,12,33,39,54,60,96,90,276,843,43.524,22.086,14.148,15.552,11.04,30.36,35.88,49.68,54.504,95.04,89.1,273.24,734.154,777,0.944857142857143
"Ngatea",69,63,90,102,39,42,45,45,72,93,87,72,81,339,1245,72.54,83.436,30.654,36.288,41.4,41.4,66.24,85.56,83.664,71.28,80.19,335.61,1028.262,1107,0.928872628726287
"Hauraki Plains",183,165,219,165,135,156,132,141,153,204,207,162,153,333,2508,176.514,134.97,106.11,134.784,121.44,129.72,140.76,187.68,200.988,160.38,151.47,329.67,1974.486,2160,0.914113888888889
"Turua",105,93,108,96,75,66,54,66,108,108,105,87,72,174,1317,87.048,78.528,58.95,57.024,49.68,60.72,99.36,99.36,100.728,86.13,71.28,172.26,1021.068,1119,0.912482573726542
"Kerepehi",33,39,33,39,18,24,21,15,30,42,45,27,18,54,429,26.598,31.902,14.148,20.736,19.32,13.8,27.6,38.64,37.908,26.73,17.82,53.46,328.662,366,0.897983606557377
"Waihi Beach",93,105,114,102,84,72,66,93,108,117,165,165,183,468,1935,91.884,83.436,66.024,62.208,60.72,85.56,99.36,107.64,136.224,163.35,181.17,463.32,1600.896,1737,0.921644214162349
"Ohinemuri",168,162,222,177,129,99,108,147,234,252,312,270,267,567,3111,178.932,144.786,101.394,85.536,99.36,135.24,215.28,231.84,260.136,267.3,264.33,561.33,2545.464,2784,0.914318965517241
"Paeroa",267,222,234,237,201,138,153,180,231,234,231,282,252,1026,3888,188.604,193.866,157.986,119.232,140.76,165.6,212.52,215.28,220.176,279.18,249.48,1015.74,3158.424,3399,0.929221535745808
"Waihi",279,297,294,249,189,174,168,216,249,282,285,309,330,1200,4527,236.964,203.682,148.554,150.336,154.56,198.72,229.08,259.44,273.744,305.91,326.7,1188,3675.69,3945,0.931733840304182
"Tahuroa",204,198,210,189,138,147,147,162,210,201,234,192,147,276,2652,169.26,154.602,108.468,127.008,135.24,149.04,193.2,184.92,212.328,190.08,145.53,273.24,2042.916,2253,0.906753661784288
"Waitoa",15,24,24,30,15,12,18,18,15,24,27,21,15,45,306,19.344,24.54,11.79,10.368,16.56,16.56,13.8,22.08,24.408,20.79,14.85,44.55,239.64,264,0.907727272727273
"Springdale",204,177,189,180,162,147,135,183,153,186,204,150,147,234,2454,152.334,147.24,127.332,127.008,124.2,168.36,140.76,171.12,187.452,148.5,145.53,231.66,1871.496,2070,0.904104347826087
"Waihou-Walton",297,321,330,273,204,252,222,228,315,327,333,252,231,420,3996,265.98,223.314,160.344,217.728,204.24,209.76,289.8,300.84,314.496,249.48,228.69,415.8,3080.472,3387,0.909498671390611
"Te Aroha",252,237,228,219,174,183,141,183,228,237,288,264,240,1041,3906,183.768,179.142,136.764,158.112,129.72,168.36,209.76,218.04,249.264,261.36,237.6,1030.59,3162.48,3426,0.923082311733801
"Morrinsville West",210,201,198,186,171,147,147,144,147,144,168,141,138,417,2562,159.588,152.148,134.406,127.008,135.24,132.48,135.24,132.48,171.144,139.59,136.62,412.83,1968.774,2148,0.916561452513966
"Morrinsville East",273,300,312,297,276,195,204,219,282,312,300,255,258,957,4431,251.472,242.946,216.936,168.48,187.68,201.48,259.44,287.04,289.152,252.45,255.42,947.43,3559.926,3867,0.920591155934833
"Waharoa",54,36,51,48,27,21,24,33,21,30,36,30,21,33,465,41.106,39.264,21.222,18.144,22.08,30.36,19.32,27.6,40.068,29.7,20.79,32.67,342.324,375,0.912864
"Tirau",39,45,39,48,39,42,27,30,42,42,54,60,51,129,690,31.434,39.264,30.654,36.288,24.84,27.6,38.64,38.64,45.252,59.4,50.49,127.71,550.212,603,0.912457711442786
"Mangakaretu",15,6,15,27,15,9,9,9,9,27,30,24,15,21,231,12.09,22.086,11.79,7.776,8.28,8.28,8.28,24.84,22.5,23.76,14.85,20.79,185.322,210,0.882485714285714
"Kinleith",15,18,15,24,9,6,12,18,24,24,18,15,12,30,237,12.09,19.632,7.074,5.184,11.04,16.56,22.08,22.08,15.876,14.85,11.88,29.7,188.046,207,0.908434782608695
"Okauia",147,147,153,135,117,84,93,117,159,171,180,162,102,198,1965,123.318,110.43,91.962,72.576,85.56,107.64,146.28,157.32,159.948,160.38,100.98,196.02,1512.414,1671,0.905095152603232
"Te Poi",75,57,66,57,51,63,39,51,54,69,69,42,42,69,801,53.196,46.626,40.086,54.432,35.88,46.92,49.68,63.48,64.224,41.58,41.58,68.31,605.994,672,0.901776785714286
"Tapapa",60,66,87,78,66,57,51,63,75,72,78,66,69,108,996,70.122,63.804,51.876,49.248,46.92,57.96,69,66.24,77.508,65.34,68.31,106.92,793.248,870,0.911779310344828
"Karapiro",168,192,210,207,126,108,117,147,228,261,231,195,156,282,2628,169.26,169.326,99.036,93.312,107.64,135.24,209.76,240.12,210.672,193.05,154.44,279.18,2061.036,2268,0.908746031746032
"Hinuera",66,78,63,57,42,60,48,54,69,75,72,51,54,111,906,50.778,46.626,33.012,51.84,44.16,49.68,63.48,69,64.692,50.49,53.46,109.89,687.108,756,0.908873015873016
"Arapuni",177,162,174,144,141,117,120,129,180,159,177,153,111,249,2190,140.244,117.792,110.826,101.088,110.4,118.68,165.6,146.28,166.608,151.47,109.89,246.51,1685.388,1854,0.90905501618123
"Lichfield",78,69,87,72,60,60,66,66,72,84,75,54,48,93,990,70.122,58.896,47.16,51.84,60.72,60.72,66.24,77.28,75.852,53.46,47.52,92.07,761.88,837,0.910250896057348
"Wawa",69,66,54,48,54,51,42,54,54,45,42,39,30,66,711,43.524,39.264,42.444,44.064,38.64,49.68,49.68,41.4,44.568,38.61,29.7,65.34,526.914,579,0.910041450777202
"Paraonui",132,123,141,123,90,72,78,108,102,123,129,105,108,297,1728,113.646,100.614,70.74,62.208,71.76,99.36,93.84,113.16,127.044,103.95,106.92,294.03,1357.272,1476,0.919560975609756
"Parkdale",39,45,42,60,42,27,27,39,42,51,69,54,36,90,666,33.852,49.08,33.012,23.328,24.84,35.88,38.64,46.92,54.72,53.46,35.64,89.1,518.472,579,0.895461139896373
"Matarawa",138,141,153,153,117,93,99,90,111,123,111,120,105,348,1899,123.318,125.154,91.962,80.352,91.08,82.8,102.12,113.16,121.86,118.8,103.95,344.52,1499.076,1623,0.923645101663586
"Stanley Park",210,144,174,147,105,90,99,111,144,135,135,120,114,300,2034,140.244,120.246,82.53,77.76,91.08,102.12,132.48,124.2,143.424,118.8,112.86,297,1542.744,1674,0.921591397849462
"Tokoroa Central",57,51,39,48,39,36,39,33,48,39,63,48,45,135,717,31.434,39.264,30.654,31.104,35.88,30.36,44.16,35.88,50.22,47.52,44.55,133.65,554.676,612,0.906333333333333
"Aotea",285,270,258,216,189,156,162,171,216,198,174,144,165,381,2976,207.948,176.688,148.554,134.784,149.04,157.32,198.72,182.16,198.216,142.56,163.35,377.19,2236.53,2430,0.920382716049383
"Strathmore",174,189,198,156,126,90,102,111,126,120,138,99,111,327,2070,159.588,127.608,99.036,77.76,93.84,102.12,115.92,110.4,154.584,98.01,109.89,323.73,1572.486,1704,0.922820422535211
"Amisfield",12,12,15,12,0,6,6,9,21,9,15,3,9,30,153,12.09,9.816,0,5.184,5.52,8.28,19.32,8.28,14.22,2.97,8.91,29.7,124.29,135,0.920666666666667
"Matamata North",183,201,171,153,144,159,141,129,168,147,174,186,174,795,2928,137.826,125.154,113.184,137.376,129.72,118.68,154.56,135.24,163.764,184.14,172.26,787.05,2358.954,2541,0.928356552538371
"Matamata South",261,276,279,279,252,165,192,228,255,240,246,201,195,1089,4164,224.874,228.222,198.072,142.56,176.64,209.76,234.6,220.8,246.276,198.99,193.05,1078.11,3351.954,3621,0.925698425849213
"Putaruru",276,276,258,225,192,183,162,177,222,240,267,243,189,876,3777,207.948,184.05,150.912,158.112,149.04,162.84,204.24,220.8,249.552,240.57,187.11,867.24,2982.414,3234,0.922205936920223
"Athenree",24,36,30,30,24,21,21,27,39,39,45,54,72,216,675,24.18,24.54,18.864,18.144,19.32,24.84,35.88,35.88,36.72,53.46,71.28,213.84,576.948,618,0.933572815533981
"Katikati Community",249,234,243,192,168,174,177,162,210,228,189,192,240,1392,4056,195.858,157.056,132.048,150.336,162.84,149.04,193.2,209.76,200.556,190.08,237.6,1378.08,3356.454,3567,0.940973927670311
"Maketu Community",84,81,69,81,54,45,48,54,60,57,81,75,78,183,1047,55.614,66.258,42.444,38.88,44.16,49.68,55.2,52.44,72.036,74.25,77.22,181.17,809.352,885,0.914522033898305
"Omokoroa",105,168,162,126,48,42,66,108,168,180,165,156,183,873,2547,130.572,103.068,37.728,36.288,60.72,99.36,154.56,165.6,155.232,154.44,181.17,864.27,2143.008,2277,0.941154150197628
"Papamoa Beach East",285,300,297,234,180,207,216,255,285,267,225,195,138,366,3453,239.382,191.412,141.48,178.848,198.72,234.6,262.2,245.64,241.812,193.05,136.62,362.34,2626.104,2865,0.916615706806283
"Palm Springs",318,429,342,219,171,177,231,342,390,324,267,258,216,519,4206,275.652,179.142,134.406,152.928,212.52,314.64,358.8,298.08,282.816,255.42,213.84,513.81,3192.054,3456,0.923626736111111
"Doncaster",207,216,198,153,99,129,156,171,192,147,138,120,108,459,2493,159.588,125.154,77.814,111.456,143.52,157.32,176.64,135.24,154.584,118.8,106.92,454.41,1921.446,2070,0.928234782608696
"Island View-Pios Beach",24,33,36,18,21,21,15,15,24,54,39,57,54,132,540,29.016,14.724,16.506,18.144,13.8,13.8,22.08,49.68,35.784,56.43,53.46,130.68,454.104,486,0.93437037037037
"Te Puna",117,168,219,174,108,63,78,87,180,204,225,243,165,414,2439,176.514,142.332,84.888,54.432,71.76,80.04,165.6,187.68,210.924,240.57,163.35,409.86,1987.95,2160,0.920347222222222
"Matapihi",57,48,51,72,39,42,39,42,36,48,48,48,39,69,675,41.106,58.896,30.654,36.288,35.88,38.64,33.12,44.16,46.692,47.52,38.61,68.31,519.876,573,0.907287958115183
"Inlet-Tauranga Harbour Omokoroa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inlet-Tauranga Harbour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waikareao Estuary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Motuopae Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kairua",24,30,39,30,27,24,12,30,36,30,30,24,36,63,435,31.434,24.54,21.222,20.736,11.04,27.6,33.12,27.6,32.004,23.76,35.64,62.37,351.066,381,0.921433070866142
"Bethlehem East",156,192,279,210,99,93,90,159,258,264,282,273,264,768,3390,224.874,171.78,77.814,80.352,82.8,146.28,237.36,242.88,266.148,270.27,261.36,760.32,2822.238,3039,0.928673247778875
"Bethlehem",180,270,333,273,138,105,123,165,285,294,315,243,228,927,3879,268.398,223.314,108.468,90.72,113.16,151.8,262.2,270.48,305.748,240.57,225.72,917.73,3178.308,3429,0.926890638670166
"Pacific View",210,201,201,150,87,132,150,195,237,180,201,156,165,597,2859,162.006,122.7,68.382,114.048,138,179.4,218.04,165.6,190.548,154.44,163.35,591.03,2267.544,2451,0.925150550795594
"Palm Beach",285,234,258,234,213,186,192,192,219,255,231,225,216,687,3633,207.948,191.412,167.418,160.704,176.64,176.64,201.48,234.6,229.68,222.75,213.84,680.13,2863.242,3108,0.921249034749035
"Gravatt",246,318,258,180,99,114,174,255,294,273,195,195,207,630,3447,207.948,147.24,77.814,98.496,160.08,234.6,270.48,251.16,209.808,193.05,204.93,623.7,2679.306,2874,0.932256784968685
"Matakana Island",18,21,33,18,12,9,9,15,18,21,12,15,18,42,255,26.598,14.724,9.432,7.776,8.28,13.8,16.56,19.32,19.692,14.85,17.82,41.58,210.432,222,0.947891891891892
"Inlet-Tauranga Harbour North",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tahawai",60,81,108,99,63,39,45,72,111,120,144,153,195,420,1707,87.048,80.982,49.518,33.696,41.4,66.24,102.12,110.4,122.256,151.47,193.05,415.8,1453.98,1569,0.926692160611855
"Aongatete",159,195,201,165,108,84,84,150,210,228,237,276,246,492,2832,162.006,134.97,84.888,72.576,77.28,138,193.2,209.76,210.42,273.24,243.54,487.08,2286.96,2481,0.921789600967352
"Minden",252,318,354,252,147,120,153,210,339,399,453,453,291,660,4401,285.324,206.136,115.542,103.68,140.76,193.2,311.88,367.08,390.24,448.47,288.09,653.4,3503.802,3831,0.914592012529366
"Kaimai",300,351,450,402,201,165,222,270,438,519,519,465,360,627,5286,362.7,328.836,157.986,142.56,204.24,248.4,402.96,477.48,464.688,460.35,356.4,620.73,4227.33,4638,0.911455368693402
"Ohauiti-Ngapeke",33,45,57,48,24,18,24,42,60,60,63,69,51,111,711,45.942,39.264,18.864,15.552,22.08,38.64,55.2,55.2,57.348,68.31,50.49,109.89,576.78,627,0.919904306220096
"Upper Papamoa",126,150,156,147,90,45,105,144,168,192,204,180,165,300,2169,125.736,120.246,70.74,38.88,96.6,132.48,154.56,176.64,174.384,178.2,163.35,297,1728.816,1896,0.911822784810127
"Paengaroa",72,72,81,66,45,36,51,69,69,57,69,54,51,111,906,65.286,53.988,35.37,31.104,46.92,63.48,63.48,52.44,70.164,53.46,50.49,109.89,696.072,759,0.917090909090909
"Rangiuru",165,162,162,168,144,99,93,111,135,186,174,150,132,216,2097,130.572,137.424,113.184,85.536,85.56,102.12,124.2,171.12,160.2,148.5,130.68,213.84,1602.936,1770,0.905613559322034
"Pongakawa",180,180,189,156,141,111,132,162,195,210,222,231,183,306,2592,152.334,127.608,110.826,95.904,121.44,149.04,179.4,193.2,197.388,228.69,181.17,302.94,2039.94,2238,0.911501340482574
"Mt Maunganui North",177,171,153,162,348,396,315,279,282,243,306,282,252,762,4131,123.318,132.516,273.528,342.144,289.8,256.68,259.44,223.56,229.5,279.18,249.48,754.38,3413.526,3780,0.903049206349206
"Omanu",390,315,294,270,351,354,333,384,360,354,381,330,276,783,5175,236.964,220.86,275.886,305.856,306.36,353.28,331.2,325.68,326.736,326.7,273.24,775.17,4057.932,4470,0.907814765100671
"Tauranga City-Marinas",0,0,3,3,0,3,3,0,3,6,6,18,12,12,72,2.418,2.454,0,2.592,2.76,0,2.76,5.52,4.5,17.82,11.88,11.88,64.584,69,0.936
"Arataki",393,324,267,255,303,324,324,366,303,258,303,285,264,1194,5163,215.202,208.59,238.158,279.936,298.08,336.72,278.76,237.36,272.988,282.15,261.36,1182.06,4091.364,4446,0.920234817813765
"Te Maunga",297,243,195,213,216,243,255,222,231,249,261,252,267,1596,4743,157.17,174.234,169.776,209.952,234.6,204.24,212.52,229.08,221.292,249.48,264.33,1580.04,3906.714,4200,0.93017
"Matua",255,291,378,291,150,189,195,249,372,363,405,330,351,1335,5151,304.668,238.038,117.9,163.296,179.4,229.08,342.24,333.96,373.248,326.7,347.49,1321.65,4277.67,4608,0.928313802083333
"Bellevue",267,267,309,327,261,201,210,258,282,261,222,186,132,354,3534,249.054,267.486,205.146,173.664,193.2,237.36,259.44,240.12,244.908,184.14,130.68,350.46,2735.658,3003,0.910975024975025
"Otumoetai North",198,183,189,156,135,153,180,189,213,234,270,258,294,1101,3750,152.334,127.608,106.11,132.192,165.6,173.88,195.96,215.28,223.884,255.42,291.06,1089.99,3129.318,3372,0.92803024911032
"Otumoetai South",189,255,261,177,147,120,129,210,285,273,270,249,207,621,3408,210.366,144.786,115.542,103.68,118.68,193.2,262.2,251.16,252.396,246.51,204.93,614.79,2718.24,2949,0.921749745676501
"Brookfield",408,366,393,378,354,318,324,324,366,324,297,264,231,681,5028,316.758,309.204,278.244,274.752,298.08,298.08,336.72,298.08,319.572,261.36,228.69,674.19,3893.73,4254,0.915310296191819
"Te Reti",153,120,96,117,96,87,129,114,114,102,99,93,93,252,1665,77.376,95.706,75.456,75.168,118.68,104.88,104.88,93.84,92.664,92.07,92.07,249.48,1272.27,1392,0.913987068965517
"Judea",207,144,153,171,174,180,126,150,159,150,159,135,123,456,2490,123.318,139.878,136.764,155.52,115.92,138,146.28,138,148.356,133.65,121.77,451.44,1948.896,2136,0.912404494382022
"Gate Pa",288,210,228,231,237,216,210,204,210,183,165,138,135,360,3030,183.768,188.958,186.282,186.624,193.2,187.68,193.2,168.36,181.368,136.62,133.65,356.4,2296.11,2517,0.912240762812872
"Greerton",282,279,258,249,234,243,228,216,261,219,240,234,225,1005,4170,207.948,203.682,183.924,209.952,209.76,198.72,240.12,201.48,234.648,231.66,222.75,994.95,3339.594,3612,0.924583056478405
"Pyes Pa",396,450,453,384,216,204,276,354,462,483,378,360,351,1263,6033,365.118,314.112,169.776,176.256,253.92,325.68,425.04,444.36,388.044,356.4,347.49,1250.37,4816.566,5184,0.929121527777778
"Yatton Park",225,219,219,192,171,159,153,147,153,156,138,114,87,273,2403,176.514,157.056,134.406,137.376,140.76,135.24,140.76,143.52,162.9,112.86,86.13,270.27,1797.792,1962,0.916305810397553
"Poike",72,54,33,99,78,48,45,42,51,42,42,36,30,60,738,26.598,80.982,61.308,41.472,41.4,38.64,46.92,38.64,36.252,35.64,29.7,59.4,536.952,606,0.886059405940594
